customer_id,Recency,Frequency,Monetary
22483,461,2,40.5
4051,446,1,40.5
9892,509,1,40.5
7479,471,2,40.5
8745,513,1,40.48
7553,517,1,40.48
16734,486,1,40.47
19397,478,1,40.46
2713,535,1,40.46
5728,523,1,40.46
21402,98,2,40.45
20031,104,1,40.45
12907,247,1,40.45
15983,98,1,40.44
5149,525,1,40.42
23255,418,1,40.36
68,545,1,40.36
20932,270,1,40.35
3216,224,1,40.35
18070,455,2,40.34
5216,372,2,40.33
12638,128,2,40.33
20125,475,1,40.33
7774,516,1,40.33
4808,527,1,40.33
6701,518,1,40.31
10771,507,1,40.3
13355,498,1,40.3
588,543,1,40.3
20210,475,1,40.28
14055,496,1,40.28
14926,492,1,40.27
7612,495,1,40.27
251,544,1,40.26
17366,484,1,40.26
17305,434,1,40.26
6294,506,1,40.25
19632,477,1,40.25
16480,135,2,40.25
16552,84,2,40.25
10513,246,1,40.25
22863,423,2,40.25
3318,101,1,40.23
11387,212,1,40.23
7751,424,2,40.22
8879,296,1,40.2
17545,484,1,40.2
22564,466,1,40.14
12789,500,1,40.14
10334,508,1,40.13
7939,516,1,40.13
2096,537,1,40.12
15955,489,1,40.12
21648,470,1,40.11
6281,521,1,40.11
2065,528,1,40.11
18974,479,2,40.11
599,303,2,40.11
5021,515,2,40.11
16293,488,1,40.11
12116,502,1,40.11
334,544,1,40.11
20911,472,1,40.11
16262,488,1,40.11
14145,490,2,40.11
2283,536,1,40.11
17385,484,1,40.11
23100,360,2,40.11
3112,533,1,40.11
22211,454,2,40.1
7642,517,1,40.1
3807,507,2,40.1
16182,488,1,40.09
13158,498,1,40.09
23473,405,2,40.04
4271,528,1,40.0
13426,498,1,40.0
14861,493,1,39.99
66,545,1,39.99
23238,462,1,39.99
13789,496,1,39.99
2312,536,1,39.99
5109,526,1,39.99
7048,519,1,39.99
11381,505,1,39.99
20020,476,1,39.99
5961,522,1,39.99
3816,530,1,39.99
4749,527,1,39.98
20681,467,1,39.98
9139,501,1,39.98
3232,533,1,39.98
22585,466,1,39.98
1261,540,1,39.98
11224,505,1,39.98
5390,525,1,39.98
15245,491,1,39.98
443,529,1,39.98
4011,529,1,39.98
7531,517,1,39.98
21094,472,1,39.98
21752,469,1,39.98
606,96,1,39.98
9437,511,1,39.98
10249,503,1,39.98
1579,538,1,39.98
16029,489,1,39.98
3194,477,1,39.98
13854,496,1,39.98
1912,508,1,39.98
13949,471,1,39.98
22789,465,1,39.98
21874,469,1,39.98
17313,485,1,39.98
17743,482,1,39.98
10299,508,1,39.98
5640,524,1,39.98
2674,519,1,39.98
7881,516,1,39.98
11743,504,1,39.98
8271,472,1,39.98
8913,488,2,39.97
6592,520,1,39.97
6203,522,1,39.97
3086,533,1,39.97
9221,512,1,39.97
12494,501,1,39.97
17826,47,1,39.97
3556,531,1,39.96
14125,343,2,39.96
11765,503,1,39.96
12186,488,2,39.95
2345,536,1,39.95
22867,351,1,39.95
13961,146,1,39.95
11188,505,1,39.94
2455,94,2,39.94
9330,155,1,39.94
18880,360,2,39.94
6559,465,2,39.94
15075,492,1,39.93
10284,288,2,39.93
2120,537,1,39.91
4044,529,1,39.91
16721,487,1,39.91
15911,489,1,39.91
23331,463,1,39.91
20092,473,1,39.9
3317,532,1,39.9
6857,519,1,39.9
14037,496,1,39.87
10501,258,2,39.84
5425,524,1,39.84
19306,115,2,39.84
13118,156,2,39.83
11160,97,1,39.82
1637,234,2,39.8
19604,233,1,39.79
5441,524,1,39.76
6467,521,1,39.75
9339,511,1,39.75
8081,505,1,39.75
17288,430,1,39.74
17043,472,1,39.73
4263,64,2,39.73
23421,236,2,39.73
13153,296,1,39.73
13317,498,1,39.72
16740,247,1,39.72
23085,211,2,39.72
23004,358,2,39.71
17198,485,1,39.71
17802,304,1,39.71
15980,373,2,39.71
9747,489,2,39.71
16188,488,1,39.71
13280,334,2,39.71
127,545,1,39.71
5517,524,1,39.71
8972,512,1,39.71
13706,497,1,39.71
13981,407,2,39.71
3408,532,1,39.71
19733,477,1,39.71
597,375,1,39.71
6737,371,1,39.71
4422,371,2,39.71
19027,469,1,39.71
18863,456,2,39.71
8193,515,1,39.7
4579,375,2,39.7
11807,503,1,39.7
23232,420,2,39.7
5727,436,1,39.67
17640,432,2,39.65
14619,485,2,39.65
20065,475,1,39.64
12563,182,1,39.62
4989,99,2,39.55
15909,489,1,39.54
15809,490,1,39.54
2918,534,1,39.54
3859,110,2,39.54
7932,516,1,39.53
12477,71,2,39.52
6190,522,1,39.51
13586,495,1,39.51
7808,511,1,39.51
1360,540,1,39.51
13704,311,2,39.51
17797,449,2,39.51
14900,492,1,39.5
2490,535,1,39.5
10283,488,1,39.5
1345,540,1,39.5
19807,441,2,39.5
17237,452,2,39.5
14798,309,1,39.5
5058,526,1,39.5
4163,529,1,39.5
12273,502,1,39.5
16004,372,1,39.5
4617,526,1,39.5
7703,507,2,39.5
13718,497,1,39.5
17653,483,1,39.48
11254,505,1,39.48
6518,520,1,39.48
15319,182,1,39.48
555,543,1,39.48
4706,527,1,39.47
21149,226,2,39.47
19420,23,2,39.45
13354,124,2,39.42
7345,171,2,39.41
14797,493,1,39.37
1680,539,1,39.37
22142,468,1,39.37
19886,463,1,39.37
2276,536,1,39.37
8176,482,1,39.37
15671,490,1,39.37
1377,371,1,39.36
20844,466,1,39.35
3046,264,2,39.35
22032,468,1,39.35
13994,496,1,39.35
17581,480,1,39.34
13433,413,1,39.34
3377,108,2,39.34
6263,521,1,39.33
310,539,1,39.32
12943,499,1,39.31
18113,482,1,39.31
10750,487,2,39.31
10,525,1,39.31
20884,472,1,39.31
9416,511,1,39.31
3775,530,1,39.3
23384,450,2,39.3
13987,477,2,39.3
13889,496,1,39.29
1273,330,2,39.29
5254,524,1,39.28
16980,486,1,39.26
5690,74,1,39.25
20172,27,1,39.25
7054,209,2,39.24
17308,276,2,39.24
15308,241,2,39.22
17177,54,2,39.22
4161,64,1,39.22
17918,479,1,39.14
15215,491,1,39.14
9878,510,1,39.14
21909,101,2,39.13
496,251,2,39.12
10154,488,2,39.12
12786,500,1,39.11
4976,526,1,39.11
11151,506,1,39.11
13204,498,1,39.11
20416,436,2,39.11
4955,526,1,39.11
9345,511,1,39.1
9917,509,1,39.1
20229,458,2,39.1
13858,496,1,39.1
20624,295,2,39.1
17775,461,2,39.05
10958,5,1,39.03
15680,365,1,39.02
1279,540,1,39.0
10826,507,1,38.99
17944,483,1,38.99
17275,485,1,38.99
3650,531,1,38.99
6119,522,1,38.99
11058,506,1,38.99
17874,483,1,38.99
18446,481,1,38.99
15191,491,1,38.99
1013,541,1,38.99
9529,511,1,38.99
8429,514,1,38.99
1526,540,1,38.98
1534,515,1,38.98
15116,492,1,38.98
16643,203,1,38.98
14385,232,1,38.97
22480,466,1,38.97
12381,101,2,38.97
4100,529,1,38.97
3729,531,1,38.97
8221,513,2,38.95
22431,467,1,38.95
20876,472,1,38.95
20154,260,2,38.95
22871,465,1,38.95
4789,527,1,38.93
16219,488,2,38.93
1781,328,2,38.93
20286,475,1,38.91
11577,337,2,38.91
3781,530,1,38.91
18742,354,2,38.9
13315,498,1,38.9
18814,480,1,38.9
20198,475,1,38.9
22877,464,1,38.9
23037,464,1,38.9
3943,530,1,38.9
18150,482,1,38.9
7444,517,1,38.9
8543,334,2,38.9
9155,506,2,38.9
15284,491,1,38.9
10573,507,1,38.9
17504,465,1,38.9
7242,518,1,38.9
11941,411,2,38.88
9854,100,2,38.84
22017,12,2,38.84
13127,28,1,38.8
5340,525,1,38.78
16903,486,1,38.77
18437,481,1,38.77
17607,484,1,38.77
3234,533,1,38.77
10485,508,1,38.77
14979,492,1,38.77
8979,512,1,38.77
3672,531,1,38.77
10411,505,1,38.77
16644,486,1,38.77
6855,519,1,38.77
10453,508,1,38.77
13807,496,1,38.77
4721,527,1,38.77
11167,505,1,38.77
19322,476,1,38.77
10095,509,1,38.77
16165,488,1,38.77
12409,501,1,38.77
16846,486,1,38.77
18756,468,1,38.77
2593,535,1,38.77
2997,534,1,38.77
16669,487,1,38.77
3058,533,1,38.77
906,542,1,38.76
10792,312,1,38.76
15002,421,2,38.75
20556,257,1,38.75
20234,474,1,38.75
16109,434,2,38.75
9860,173,1,38.75
16286,488,1,38.75
7588,517,1,38.74
18708,480,1,38.74
19749,465,1,38.74
17112,217,1,38.73
21469,470,1,38.72
21803,460,2,38.72
5617,519,1,38.72
20779,159,1,38.72
4813,527,1,38.71
3187,468,1,38.71
5022,520,1,38.71
11263,505,1,38.71
21711,469,1,38.71
15743,368,2,38.71
22366,467,1,38.71
272,451,2,38.71
11416,505,1,38.71
5846,500,2,38.71
8236,515,1,38.7
21678,394,2,38.7
2017,537,1,38.7
16444,53,1,38.69
7072,100,1,38.63
23168,160,1,38.61
1527,540,1,38.6
5205,525,1,38.6
13557,148,2,38.57
22836,298,1,38.54
23274,31,2,38.53
18848,480,1,38.53
13927,494,2,38.53
6538,520,1,38.53
23212,463,1,38.51
20152,404,1,38.51
3654,531,1,38.51
6563,317,1,38.51
20029,415,1,38.51
5421,524,1,38.51
14297,475,2,38.51
20472,428,2,38.51
21948,468,1,38.51
4570,527,1,38.5
22962,464,1,38.5
15917,370,2,38.5
6506,520,1,38.5
18982,30,2,38.5
9794,490,2,38.5
377,544,1,38.5
20671,473,1,38.5
19515,477,1,38.5
3583,303,2,38.5
4074,529,1,38.5
1404,492,2,38.5
5596,524,1,38.5
11504,370,2,38.5
1306,540,1,38.5
9765,510,1,38.5
17250,337,2,38.5
6262,521,1,38.5
7447,514,2,38.5
5546,448,1,38.5
1811,495,2,38.5
5305,525,1,38.49
21206,36,1,38.48
9400,405,2,38.48
12715,248,1,38.45
14216,495,1,38.44
17191,117,2,38.42
1239,541,1,38.39
12015,236,1,38.36
7673,42,1,38.35
19457,478,1,38.35
14828,493,1,38.34
16478,487,1,38.33
23202,463,1,38.33
1554,539,1,38.33
11512,504,1,38.33
42,544,2,38.32
4815,474,2,38.32
12777,500,1,38.32
3346,532,1,38.31
11992,503,1,38.31
19900,476,1,38.31
3484,532,1,38.31
17745,483,1,38.31
20791,472,1,38.31
5706,523,1,38.31
16068,489,1,38.3
21327,471,1,38.29
4878,526,1,38.29
19685,477,1,38.29
22049,193,1,38.27
3868,347,1,38.27
10342,508,1,38.25
16901,27,2,38.25
16283,423,2,38.23
13342,207,1,38.15
20913,472,1,38.13
3287,532,1,38.13
12707,101,2,38.12
21006,472,2,38.11
6384,520,1,38.11
17075,485,1,38.11
10608,507,1,38.1
6755,308,1,38.1
6123,522,1,38.1
20043,475,1,38.1
10022,509,1,38.1
10846,507,1,38.1
10968,506,1,38.1
11649,504,1,38.09
19443,463,2,38.07
18841,479,1,38.06
21982,468,1,38.06
13177,157,1,38.05
6419,148,1,38.04
1227,266,2,38.03
337,61,2,38.03
10655,265,1,38.02
2740,535,1,37.99
12105,502,1,37.99
10545,507,1,37.99
3845,530,1,37.99
10765,507,1,37.99
3658,531,1,37.99
4109,529,1,37.98
12279,502,1,37.98
16170,488,1,37.98
5773,523,1,37.98
543,543,1,37.98
23028,464,1,37.98
15977,489,1,37.98
13234,447,1,37.98
22303,467,1,37.98
2334,536,1,37.98
16076,489,1,37.98
3438,524,1,37.98
6846,519,1,37.98
13627,497,1,37.98
11879,503,1,37.97
1150,541,1,37.97
22072,468,1,37.97
18083,482,1,37.97
14029,496,1,37.97
21873,469,1,37.96
23155,463,1,37.95
14720,73,2,37.95
21509,14,2,37.95
20309,194,2,37.95
8240,344,1,37.95
20592,100,2,37.94
8737,115,2,37.94
2691,535,1,37.94
13130,498,1,37.94
14062,24,2,37.94
1953,319,2,37.91
14584,493,1,37.91
3013,533,1,37.91
2832,534,1,37.91
5185,525,1,37.91
13398,498,1,37.91
21669,462,1,37.91
15156,492,1,37.91
5428,524,1,37.91
14490,494,1,37.91
21155,471,1,37.91
3088,500,1,37.91
21635,470,1,37.91
9957,509,1,37.91
19775,370,2,37.91
8109,515,1,37.91
16835,486,1,37.91
22007,468,1,37.9
6279,521,1,37.9
10527,477,2,37.9
9042,512,1,37.9
23226,463,1,37.9
21507,399,1,37.9
15700,490,1,37.9
1966,538,1,37.89
18204,42,1,37.87
9160,118,1,37.85
9035,223,1,37.85
21802,469,1,37.84
11848,503,1,37.79
2231,537,1,37.77
12606,500,1,37.76
8122,515,1,37.76
21307,264,1,37.76
16336,196,1,37.75
6643,291,2,37.75
6495,462,1,37.75
22782,110,2,37.75
14542,259,2,37.75
13294,498,1,37.75
21128,216,1,37.75
16148,183,2,37.75
7239,518,1,37.74
1214,514,1,37.74
4761,527,1,37.74
21945,468,1,37.74
11668,88,1,37.73
17059,485,1,37.73
361,128,2,37.73
20080,475,1,37.73
19173,169,2,37.72
9991,306,1,37.71
6657,520,1,37.71
14623,395,1,37.71
11437,505,1,37.71
20338,348,2,37.71
21158,471,1,37.71
283,544,1,37.71
895,423,2,37.71
2105,476,2,37.68
22770,465,1,37.67
7164,287,2,37.67
8603,335,1,37.65
16949,141,2,37.64
17378,59,2,37.64
16398,481,2,37.64
18367,56,1,37.56
9611,510,1,37.56
2912,266,1,37.55
20764,473,1,37.55
6287,521,1,37.54
16959,473,1,37.54
13281,465,1,37.54
12274,499,1,37.54
22459,466,1,37.54
22999,463,1,37.54
4296,513,1,37.54
17270,485,1,37.53
12239,124,2,37.53
16743,486,1,37.52
6785,520,1,37.51
10804,507,1,37.51
14652,493,1,37.51
10756,507,1,37.51
10923,506,1,37.51
4558,527,1,37.51
4620,527,1,37.51
20533,474,1,37.51
18255,467,2,37.51
12784,500,1,37.51
16525,487,1,37.51
8061,515,1,37.51
8214,505,2,37.51
8886,513,1,37.51
12853,497,2,37.51
4300,477,2,37.51
17677,483,1,37.51
7133,518,1,37.51
12299,355,1,37.51
22405,459,2,37.51
4063,529,1,37.51
6124,517,2,37.51
12510,499,1,37.51
7907,473,2,37.51
3744,530,1,37.51
19833,459,2,37.51
847,542,1,37.51
4875,407,2,37.51
9940,506,1,37.51
4212,529,1,37.5
19185,479,1,37.5
23243,463,1,37.5
6906,454,2,37.49
20427,474,1,37.49
5032,45,1,37.48
12412,498,1,37.48
16233,488,1,37.48
14467,494,1,37.47
15813,490,1,37.47
12035,502,1,37.47
7106,518,1,37.47
20107,475,1,37.47
5691,523,1,37.47
3299,278,2,37.47
22282,467,1,37.47
9786,510,1,37.47
5590,512,2,37.47
267,544,1,37.47
630,543,1,37.47
9543,455,2,37.47
13410,286,2,37.47
20014,225,1,37.45
8033,234,2,37.45
18567,180,2,37.44
4902,147,1,37.44
12514,199,1,37.43
22380,467,1,37.35
15885,364,2,37.33
9648,507,2,37.33
21652,432,2,37.33
20003,476,1,37.33
17958,286,2,37.32
16761,486,1,37.31
8292,514,1,37.31
13612,497,1,37.31
7360,504,1,37.31
18843,416,2,37.31
5363,525,1,37.31
8561,506,2,37.31
12107,502,1,37.31
1945,538,1,37.3
17352,484,1,37.3
672,367,2,37.3
9751,510,1,37.3
10799,489,1,37.26
15499,490,2,37.26
15164,492,1,37.26
6902,223,2,37.25
3548,237,2,37.25
17063,200,1,37.24
21076,356,1,37.24
20768,396,2,37.23
11179,199,1,37.23
4261,527,1,37.2
820,135,1,37.19
14631,490,1,37.14
22208,467,1,37.14
696,543,1,37.11
1943,419,1,37.11
15329,486,1,37.11
4512,528,1,37.11
14920,492,1,37.11
12395,384,1,37.1
15260,463,2,37.1
4304,376,2,37.1
6304,318,1,37.06
7017,519,1,37.03
10149,58,1,37.03
8288,515,1,37.0
16346,301,2,36.99
11223,505,1,36.99
3379,532,1,36.99
883,535,1,36.99
12575,500,1,36.99
10724,507,1,36.99
21440,470,1,36.99
16972,486,1,36.99
5432,524,1,36.99
8581,514,1,36.99
7060,519,1,36.99
1398,177,1,36.98
11334,505,1,36.98
12605,89,1,36.98
5914,523,1,36.97
14588,493,1,36.97
3507,531,1,36.97
16570,487,1,36.97
11332,372,1,36.97
22271,114,1,36.96
19736,472,1,36.96
363,543,1,36.96
10978,249,2,36.95
22577,466,1,36.95
7823,495,2,36.95
5934,104,1,36.95
18457,234,1,36.95
17057,472,1,36.95
2563,521,1,36.94
22340,222,2,36.94
4578,214,1,36.93
7305,476,2,36.93
10028,424,1,36.93
16696,485,1,36.93
17700,382,1,36.93
19738,312,1,36.93
13743,497,1,36.93
18987,479,1,36.93
734,336,2,36.91
6034,489,2,36.91
5920,522,1,36.91
8703,444,2,36.91
18486,379,1,36.89
19995,306,1,36.89
9504,85,1,36.86
20038,476,1,36.86
2853,231,1,36.86
7607,517,1,36.84
16691,73,1,36.84
8287,197,1,36.79
11769,503,1,36.78
15839,489,1,36.77
16090,448,1,36.77
5124,12,2,36.77
11351,505,1,36.76
22761,465,1,36.76
17572,225,1,36.76
16245,488,1,36.76
16905,486,1,36.76
5482,372,1,36.76
15115,492,1,36.76
2199,537,1,36.75
23467,462,1,36.75
16666,487,1,36.75
23522,462,1,36.74
23475,462,1,36.74
4001,529,1,36.74
14532,494,1,36.74
21099,428,1,36.74
749,543,1,36.74
21378,19,2,36.73
20482,275,1,36.73
22091,468,1,36.73
372,434,1,36.73
4630,527,1,36.73
20642,473,1,36.73
6012,522,1,36.73
13580,497,1,36.73
174,540,1,36.73
22869,445,1,36.72
16177,488,1,36.72
19568,301,2,36.71
12214,502,1,36.71
448,544,1,36.71
6206,522,1,36.71
5322,525,1,36.7
3932,528,1,36.68
6670,185,2,36.68
16365,76,2,36.64
15045,130,2,36.61
4118,64,2,36.6
6864,506,2,36.55
9549,125,2,36.54
13522,497,1,36.54
7214,518,1,36.54
3440,532,1,36.53
59,521,1,36.53
9829,510,1,36.52
19607,372,2,36.52
19138,465,2,36.51
11776,503,1,36.51
17241,485,1,36.51
16902,458,2,36.51
15896,333,1,36.51
18645,480,1,36.51
1442,540,1,36.51
20012,476,1,36.51
11520,494,2,36.51
5520,524,1,36.51
18129,482,1,36.51
20320,475,1,36.51
4482,481,2,36.5
22876,461,2,36.5
7223,518,1,36.5
16908,403,1,36.5
19393,478,1,36.5
19768,476,1,36.5
9857,510,1,36.5
7361,518,1,36.48
11587,504,1,36.48
6725,519,1,36.48
8097,267,2,36.47
3897,291,1,36.47
12160,165,1,36.45
705,161,2,36.42
15664,490,1,36.37
23554,149,2,36.37
1240,541,1,36.36
11962,162,1,36.36
4917,481,1,36.35
897,542,1,36.35
5532,524,1,36.35
16576,487,1,36.34
18900,128,1,36.34
17857,469,1,36.34
15829,489,1,36.32
21930,469,1,36.31
6856,368,2,36.31
12440,501,1,36.31
22030,468,1,36.31
1487,540,1,36.31
9430,511,1,36.31
15133,492,1,36.31
13028,499,1,36.31
19280,478,2,36.31
5392,212,1,36.28
15787,490,1,36.27
15009,136,2,36.25
3327,532,1,36.23
8683,513,1,36.14
23411,462,1,36.13
14256,124,1,36.12
12417,498,2,36.11
187,513,2,36.11
15943,481,1,36.11
3183,530,2,36.11
5598,524,1,36.1
14286,160,1,36.09
10651,462,2,36.08
6903,33,2,36.05
6757,415,1,36.04
15869,489,1,36.03
23566,462,1,36.0
10916,506,1,35.99
5061,526,1,35.99
944,542,1,35.99
15231,491,1,35.99
19477,477,1,35.99
19473,477,1,35.99
3879,530,1,35.99
14501,494,1,35.99
9548,478,1,35.99
9487,290,1,35.98
13529,496,1,35.98
19852,286,1,35.98
21632,470,1,35.98
4949,91,1,35.98
17160,465,1,35.98
3667,531,1,35.98
5450,39,1,35.98
2126,270,1,35.98
22216,260,1,35.97
8279,106,2,35.97
20251,475,1,35.97
17026,486,1,35.97
2682,530,1,35.97
4692,494,1,35.96
18570,479,1,35.96
14484,494,1,35.96
21569,338,2,35.96
18028,463,1,35.95
3381,487,2,35.95
19710,271,2,35.95
20654,473,1,35.95
13524,85,1,35.95
17000,486,1,35.95
11415,505,1,35.95
18940,478,1,35.94
17883,483,1,35.94
12067,502,1,35.93
11547,504,1,35.93
17643,483,1,35.93
4629,527,1,35.93
5627,520,1,35.92
18140,194,1,35.92
13935,358,1,35.92
5366,525,1,35.92
9724,449,2,35.91
5770,523,1,35.91
11908,503,1,35.91
1139,417,1,35.91
13539,497,1,35.91
4028,529,1,35.91
20665,440,1,35.91
8906,513,1,35.91
18338,481,1,35.91
17878,477,1,35.91
9176,342,2,35.9
2977,505,2,35.9
22505,466,1,35.89
7994,73,1,35.83
13918,496,1,35.8
17778,257,1,35.8
6952,512,1,35.8
6059,522,1,35.8
7348,518,1,35.8
1570,539,1,35.8
5219,439,1,35.8
11005,506,1,35.8
16454,431,1,35.8
13367,162,1,35.79
16571,487,1,35.78
20587,474,1,35.77
9670,510,1,35.77
7934,510,1,35.77
7253,518,1,35.77
9755,510,1,35.77
4888,450,1,35.77
13698,497,1,35.77
11082,506,1,35.77
18218,482,1,35.77
8820,513,1,35.77
21937,469,1,35.77
15509,488,1,35.76
20983,129,1,35.76
12401,74,1,35.76
5467,524,1,35.76
7429,517,1,35.76
12546,194,1,35.75
19348,366,1,35.74
17949,483,1,35.74
18400,481,1,35.74
14699,371,1,35.73
1346,165,2,35.73
18257,473,1,35.72
15556,482,2,35.72
4543,527,1,35.72
8556,514,1,35.72
8815,346,2,35.72
7620,334,1,35.71
18250,312,1,35.71
18754,386,2,35.71
14067,326,2,35.71
10034,495,1,35.71
19456,478,1,35.71
5815,511,1,35.7
22537,466,1,35.7
5250,525,1,35.69
14521,279,1,35.63
7069,372,1,35.6
6699,519,1,35.6
10384,508,1,35.57
15126,492,1,35.54
2074,537,1,35.53
22978,464,1,35.53
9805,510,1,35.53
3829,530,1,35.52
6415,212,1,35.52
1343,26,1,35.52
20933,472,1,35.51
10239,380,2,35.51
10971,506,1,35.51
14941,492,1,35.51
8990,413,2,35.51
18972,479,1,35.51
11009,506,1,35.51
11607,504,1,35.51
12555,500,1,35.51
22015,468,1,35.51
18719,480,1,35.5
17899,214,1,35.48
12960,474,1,35.48
10336,508,1,35.48
17583,484,1,35.48
21067,114,1,35.47
16806,486,1,35.47
371,200,2,35.47
19997,223,1,35.45
21114,208,2,35.44
10734,251,2,35.44
14843,396,2,35.44
13873,257,2,35.44
4400,524,2,35.44
13817,496,1,35.4
5317,525,1,35.4
10004,509,1,35.4
5423,524,1,35.4
10271,439,1,35.4
17761,433,1,35.4
3850,530,1,35.4
11318,505,1,35.37
13558,497,1,35.37
8894,513,1,35.36
21786,457,1,35.36
17659,482,1,35.36
5623,508,1,35.36
6640,520,1,35.35
18048,482,1,35.35
13788,88,1,35.35
23525,462,1,35.35
22705,446,1,35.35
16975,486,1,35.34
4238,528,1,35.34
6817,519,1,35.34
19761,477,1,35.32
21453,456,2,35.32
16844,486,1,35.31
23178,456,1,35.31
2075,537,1,35.31
23116,464,1,35.31
1727,527,1,35.31
16768,486,2,35.31
17155,427,2,35.31
20375,472,2,35.31
15571,490,1,35.31
20563,461,2,35.31
20277,475,1,35.31
23129,364,2,35.31
14382,494,1,35.31
16897,470,1,35.31
2625,535,1,35.31
20418,474,2,35.31
1631,429,2,35.31
4133,524,1,35.31
22777,465,1,35.31
8483,511,2,35.31
8668,513,1,35.31
11407,505,1,35.31
816,542,1,35.31
5654,521,1,35.31
995,472,2,35.31
18948,479,1,35.31
21305,449,2,35.31
8946,504,1,35.31
7918,435,2,35.31
105,545,1,35.31
20923,472,1,35.31
13311,498,1,35.31
4599,527,1,35.31
7065,519,1,35.31
6334,521,1,35.31
12609,500,1,35.31
10869,506,1,35.26
12699,500,1,35.26
14032,36,2,35.25
18513,143,2,35.23
7687,509,1,35.2
18397,481,1,35.2
21657,403,1,35.2
13656,497,1,35.2
17711,182,1,35.19
14581,493,1,35.19
7373,487,2,35.14
22764,465,1,35.13
20177,475,1,35.13
18732,480,1,35.13
13081,481,2,35.12
641,543,1,35.12
5531,512,2,35.11
16192,359,2,35.1
6565,508,1,35.04
19151,257,2,35.04
22927,199,2,35.03
4254,528,1,35.0
1788,529,1,35.0
8933,512,1,34.99
12443,400,1,34.99
10417,508,1,34.99
13046,499,1,34.99
4258,528,1,34.99
21515,470,1,34.99
11389,505,1,34.99
6713,520,1,34.99
6909,519,1,34.99
7578,517,1,34.99
11670,504,1,34.99
4270,484,1,34.99
2211,537,1,34.99
943,478,1,34.98
20951,472,1,34.98
5030,288,1,34.98
22702,465,1,34.98
15738,477,1,34.98
22906,464,1,34.98
6744,452,1,34.98
15419,491,1,34.98
15150,492,1,34.98
13892,496,1,34.98
6617,335,1,34.98
6636,520,1,34.98
12581,500,1,34.98
5558,524,1,34.98
10482,508,1,34.98
719,539,1,34.98
1670,539,1,34.98
19029,374,1,34.98
10512,508,1,34.98
88,251,2,34.97
12499,501,1,34.97
473,544,1,34.97
13639,497,1,34.97
2987,79,2,34.97
6237,151,2,34.96
6742,418,1,34.96
18474,268,1,34.96
15580,471,1,34.96
16621,479,1,34.96
23312,451,1,34.96
3042,348,1,34.95
20611,245,2,34.95
19654,369,1,34.95
14968,88,2,34.95
14440,396,1,34.95
10888,115,2,34.95
7227,405,1,34.95
20349,287,2,34.95
6582,520,1,34.94
15394,477,1,34.94
826,542,1,34.94
1328,540,1,34.94
16566,487,1,34.94
16070,489,1,34.91
20627,473,1,34.91
22903,463,1,34.91
20384,474,1,34.91
20683,406,1,34.91
17816,483,1,34.91
18906,454,1,34.91
4715,527,1,34.91
1174,541,1,34.9
16616,211,1,34.85
15843,124,1,34.85
21368,38,1,34.83
15636,124,2,34.83
22875,464,1,34.77
22169,460,1,34.76
13010,485,1,34.76
14994,492,1,34.76
8300,514,1,34.76
20106,475,1,34.76
165,29,2,34.75
6481,521,1,34.75
7156,518,1,34.75
13965,284,1,34.75
13496,93,1,34.75
9781,510,1,34.74
15263,491,1,34.74
1265,540,1,34.74
19218,198,2,34.74
11170,490,1,34.74
19731,477,1,34.73
16247,488,1,34.73
2042,537,1,34.72
771,543,1,34.72
9634,452,2,34.72
19008,478,1,34.72
13241,492,2,34.72
20112,475,1,34.71
16113,489,1,34.71
12314,501,1,34.71
15558,479,1,34.71
17864,483,1,34.71
9090,512,1,34.71
21519,357,1,34.71
956,542,1,34.69
3364,472,2,34.64
13252,74,2,34.62
19853,475,1,34.6
1149,540,1,34.56
20906,472,1,34.56
13388,498,1,34.56
6293,521,1,34.54
12193,498,1,34.54
20614,467,1,34.54
11112,442,1,34.54
11902,503,1,34.53
22212,215,1,34.52
9259,511,1,34.51
8294,336,1,34.51
9796,471,2,34.51
10309,508,1,34.51
23311,463,1,34.51
17582,484,1,34.51
15989,489,1,34.51
21417,470,1,34.5
16272,488,1,34.5
13660,441,1,34.5
22592,218,1,34.48
7679,288,1,34.48
16832,486,1,34.48
1266,540,1,34.47
17432,110,2,34.46
16084,169,1,34.46
18162,185,1,34.46
19523,207,2,34.45
17327,217,1,34.45
186,286,1,34.45
12025,501,1,34.44
19181,130,2,34.44
8809,500,1,34.4
14402,494,1,34.36
10874,157,1,34.36
10585,507,1,34.36
7184,516,1,34.36
20390,368,1,34.36
3871,423,1,34.36
17822,470,1,34.36
9852,104,2,34.35
15981,489,1,34.35
18671,307,2,34.34
15655,490,1,34.34
866,542,1,34.34
5745,281,2,34.33
1409,159,2,34.32
5105,526,1,34.31
18859,477,1,34.31
17470,484,1,34.31
10960,506,1,34.31
21517,470,1,34.31
22567,465,1,34.31
20488,474,1,34.29
19922,476,1,34.27
21107,471,1,34.26
7187,216,1,34.26
8563,35,1,34.25
20902,444,2,34.24
16569,39,2,34.23
6301,447,2,34.23
13904,75,2,34.22
10480,508,1,34.2
4563,527,1,34.2
20554,436,1,34.14
19817,476,1,34.14
17522,484,1,34.12
15247,491,1,34.1
4024,322,1,34.01
23464,462,1,34.0
15318,491,1,33.99
18201,482,1,33.99
21228,471,1,33.99
5355,525,1,33.99
15103,492,1,33.99
1113,541,1,33.99
15924,487,1,33.99
